index,latitude,longitude
655,22.00366607,113.00356126
656,22.00347551,113.00335572
657,22.00328495,113.00315019
658,22.00309439,113.00294466
659,22.00290382,113.00273912
660,22.00271326,113.00253359
661,22.00252270,113.00232805
662,22.00233214,113.00212252
663,22.00214158,113.00191698
664,22.00195102,113.00171145
665,22.00176046,113.00150592
666,22.00156989,113.00130038
667,22.00862067,113.00849408
668,22.00843011,113.00828855
669,22.00823954,113.00808302
670,22.00804898,113.00787748
671,22.00785842,113.00767195
672,22.00766786,113.00746641
673,22.00747730,113.00726088
674,22.00728674,113.00705534
675,22.00709618,113.00684981
676,22.00690561,113.00664428
677,22.00671505,113.00643874
678,22.00652449,113.00623321
679,22.00633393,113.00602767
680,22.00614337,113.00582214
681,22.00595281,113.00561660
682,22.00576225,113.00541107
683,22.00557168,113.00520553
684,22.00538112,113.00500000
685,22.00519056,113.00479447
686,22.00500000,113.00458893
687,22.00480944,113.00438340
688,22.00461888,113.00417786
689,22.00442832,113.00397233
690,22.00423775,113.00376679
691,22.00404719,113.00356126
692,22.00385663,113.00335572
693,22.00366607,113.00315019
694,22.00347551,113.00294466
695,22.00328495,113.00273912
696,22.00309439,113.00253359
697,22.00290382,113.00232805
698,22.00271326,113.00212252
699,22.00252270,113.00191698
700,22.00233214,113.00171145
701,22.00214158,113.00150592
702,22.00195102,113.00130038
703,22.00176046,113.00109485
704,22.00881123,113.00828855
705,22.00862067,113.00808302
706,22.00843011,113.00787748
707,22.00823954,113.00767195
708,22.00804898,113.00746641
709,22.00785842,113.00726088
710,22.00766786,113.00705534
711,22.00747730,113.00684981
712,22.00728674,113.00664428
713,22.00709618,113.00643874
714,22.00690561,113.00623321
715,22.00671505,113.00602767
716,22.00652449,113.00582214
717,22.00633393,113.00561660
718,22.00614337,113.00541107
719,22.00595281,113.00520553
720,22.00576225,113.00500000
721,22.00557168,113.00479447
722,22.00538112,113.00458893
723,22.00519056,113.00438340
724,22.00500000,113.00417786
725,22.00480944,113.00397233
726,22.00461888,113.00376679
727,22.00442832,113.00356126
728,22.00423775,113.00335572
729,22.00404719,113.00315019
730,22.00385663,113.00294466
731,22.00366607,113.00273912
732,22.00347551,113.00253359
733,22.00328495,113.00232805
734,22.00309439,113.00212252
735,22.00290382,113.00191698
736,22.00271326,113.00171145
737,22.00252270,113.00150592
738,22.00233214,113.00130038
739,22.00214158,113.00109485
740,22.00195102,113.00088931
741,22.00900179,113.00808302
742,22.00881123,113.00787748
743,22.00862067,113.00767195
744,22.00843011,113.00746641
745,22.00823954,113.00726088
746,22.00804898,113.00705534
747,22.00785842,113.00684981
748,22.00766786,113.00664428
749,22.00747730,113.00643874
750,22.00728674,113.00623321
751,22.00709618,113.00602767
752,22.00690561,113.00582214
753,22.00671505,113.00561660
754,22.00652449,113.00541107
755,22.00633393,113.00520553
756,22.00614337,113.00500000
757,22.00595281,113.00479447
758,22.00576225,113.00458893
759,22.00557168,113.00438340
760,22.00538112,113.00417786
761,22.00519056,113.00397233
762,22.00500000,113.00376679
763,22.00480944,113.00356126
764,22.00461888,113.00335572
765,22.00442832,113.00315019
766,22.00423775,113.00294466
767,22.00404719,113.00273912
768,22.00385663,113.00253359
769,22.00366607,113.00232805
770,22.00347551,113.00212252
771,22.00328495,113.00191698
772,22.00309439,113.00171145
773,22.00290382,113.00150592
774,22.00271326,113.00130038
775,22.00252270,113.00109485
776,22.00233214,113.00088931
777,22.00214158,113.00068378
778,22.00919235,113.00787748
779,22.00900179,113.00767195
780,22.00881123,113.00746641
781,22.00862067,113.00726088
782,22.00843011,113.00705534
783,22.00823954,113.00684981
784,22.00804898,113.00664428
785,22.00785842,113.00643874
786,22.00766786,113.00623321
787,22.00747730,113.00602767
788,22.00728674,113.00582214
789,22.00709618,113.00561660
790,22.00690561,113.00541107
791,22.00671505,113.00520553
792,22.00652449,113.00500000
793,22.00633393,113.00479447
794,22.00614337,113.00458893
795,22.00595281,113.00438340
796,22.00576225,113.00417786
797,22.00557168,113.00397233
798,22.00538112,113.00376679
799,22.00519056,113.00356126
800,22.00500000,113.00335572
801,22.00480944,113.00315019
802,22.00461888,113.00294466
803,22.00442832,113.00273912
804,22.00423775,113.00253359
805,22.00404719,113.00232805
806,22.00385663,113.00212252
807,22.00366607,113.00191698
808,22.00347551,113.00171145
809,22.00328495,113.00150592
810,22.00309439,113.00130038
811,22.00290382,113.00109485
812,22.00271326,113.00088931
813,22.00252270,113.00068378
814,22.00233214,113.00047824
815,22.00938291,113.00767195
816,22.00919235,113.00746641
817,22.00900179,113.00726088
818,22.00881123,113.00705534
819,22.00862067,113.00684981
820,22.00843011,113.00664428
821,22.00823954,113.00643874
822,22.00804898,113.00623321
823,22.00785842,113.00602767
824,22.00766786,113.00582214
825,22.00747730,113.00561660
826,22.00728674,113.00541107
827,22.00709618,113.00520553
828,22.00690561,113.00500000
829,22.00671505,113.00479447
830,22.00652449,113.00458893
831,22.00633393,113.00438340
832,22.00614337,113.00417786
833,22.00595281,113.00397233
834,22.00576225,113.00376679
835,22.00557168,113.00356126
836,22.00538112,113.00335572
837,22.00519056,113.00315019
838,22.00500000,113.00294466
839,22.00480944,113.00273912
840,22.00461888,113.00253359
841,22.00442832,113.00232805
842,22.00423775,113.00212252
843,22.00404719,113.00191698
844,22.00385663,113.00171145
845,22.00366607,113.00150592
846,22.00347551,113.00130038
847,22.00328495,113.00109485
848,22.00309439,113.00088931
849,22.00290382,113.00068378
850,22.00271326,113.00047824
851,22.00252270,113.00027271
852,22.00957347,113.00746641
853,22.00938291,113.00726088
854,22.00919235,113.00705534
855,22.00900179,113.00684981
856,22.00881123,113.00664428
857,22.00862067,113.00643874
858,22.00843011,113.00623321
859,22.00823954,113.00602767
860,22.00804898,113.00582214
861,22.00785842,113.00561660
862,22.00766786,113.00541107
863,22.00747730,113.00520553
864,22.00728674,113.00500000
865,22.00709618,113.00479447
866,22.00690561,113.00458893
867,22.00671505,113.00438340
868,22.00652449,113.00417786
869,22.00633393,113.00397233
870,22.00614337,113.00376679
871,22.00595281,113.00356126
872,22.00576225,113.00335572
873,22.00557168,113.00315019
874,22.00538112,113.00294466
875,22.00519056,113.00273912
876,22.00500000,113.00253359
877,22.00480944,113.00232805
878,22.00461888,113.00212252
879,22.00442832,113.00191698
880,22.00423775,113.00171145
881,22.00404719,113.00150592
882,22.00385663,113.00130038
883,22.00366607,113.00109485
884,22.00347551,113.00088931
885,22.00328495,113.00068378
886,22.00309439,113.00047824
887,22.00290382,113.00027271
888,22.00271326,113.00006717
889,22.00976404,113.00726088
890,22.00957347,113.00705534
891,22.00938291,113.00684981
892,22.00919235,113.00664428
893,22.00900179,113.00643874
894,22.00881123,113.00623321
895,22.00862067,113.00602767
896,22.00843011,113.00582214
897,22.00823954,113.00561660
898,22.00804898,113.00541107
899,22.00785842,113.00520553
900,22.00766786,113.00500000
901,22.00747730,113.00479447
902,22.00728674,113.00458893
903,22.00709618,113.00438340
904,22.00690561,113.00417786
905,22.00671505,113.00397233
906,22.00652449,113.00376679
907,22.00633393,113.00356126
908,22.00614337,113.00335572
909,22.00595281,113.00315019
910,22.00576225,113.00294466
911,22.00557168,113.00273912
912,22.00538112,113.00253359
913,22.00519056,113.00232805
914,22.00500000,113.00212252
915,22.00480944,113.00191698
916,22.00461888,113.00171145
917,22.00442832,113.00150592
918,22.00423775,113.00130038
919,22.00404719,113.00109485
920,22.00385663,113.00088931
921,22.00366607,113.00068378
922,22.00347551,113.00047824
923,22.00328495,113.00027271
924,22.00309439,113.00006717
925,22.00290382,112.99986164
926,22.00995460,113.00705534
927,22.00976404,113.00684981
928,22.00957347,113.00664428
929,22.00938291,113.00643874
930,22.00919235,113.00623321
931,22.00900179,113.00602767
932,22.00881123,113.00582214
933,22.00862067,113.00561660
934,22.00843011,113.00541107
935,22.00823954,113.00520553
936,22.00804898,113.00500000
937,22.00785842,113.00479447
938,22.00766786,113.00458893
939,22.00747730,113.00438340
940,22.00728674,113.00417786
941,22.00709618,113.00397233
942,22.00690561,113.00376679
943,22.00671505,113.00356126
944,22.00652449,113.00335572
945,22.00633393,113.00315019
946,22.00614337,113.00294466
947,22.00595281,113.00273912
948,22.00576225,113.00253359
949,22.00557168,113.00232805
950,22.00538112,113.00212252
951,22.00519056,113.00191698
952,22.00500000,113.00171145
953,22.00480944,113.00150592
954,22.00461888,113.00130038
955,22.00442832,113.00109485
956,22.00423775,113.00088931
957,22.00404719,113.00068378
958,22.00385663,113.00047824
959,22.00366607,113.00027271
960,22.00347551,113.00006717
961,22.00328495,112.99986164
962,22.00309439,112.99965611
963,22.01014516,113.00684981
964,22.00995460,113.00664428
965,22.00976404,113.00643874
966,22.00957347,113.00623321
967,22.00938291,113.00602767
968,22.00919235,113.00582214
969,22.00900179,113.00561660
970,22.00881123,113.00541107
971,22.00862067,113.00520553
972,22.00843011,113.00500000
973,22.00823954,113.00479447
974,22.00804898,113.00458893
975,22.00785842,113.00438340
976,22.00766786,113.00417786
977,22.00747730,113.00397233
978,22.00728674,113.00376679
979,22.00709618,113.00356126
980,22.00690561,113.00335572
981,22.00671505,113.00315019
982,22.00652449,113.00294466
983,22.00633393,113.00273912
984,22.00614337,113.00253359
985,22.00595281,113.00232805
986,22.00576225,113.00212252
987,22.00557168,113.00191698
988,22.00538112,113.00171145
989,22.00519056,113.00150592
990,22.00500000,113.00130038
991,22.00480944,113.00109485
992,22.00461888,113.00088931
993,22.00442832,113.00068378
994,22.00423775,113.00047824
995,22.00404719,113.00027271
996,22.00385663,113.00006717
997,22.00366607,112.99986164
998,22.00347551,112.99965611
999,22.00328495,112.99945057
1000,22.01033572,113.00664428
1001,22.01014516,113.00643874
1002,22.00995460,113.00623321
1003,22.00976404,113.00602767
1004,22.00957347,113.00582214
1005,22.00938291,113.00561660
1006,22.00919235,113.00541107
1007,22.00900179,113.00520553
1008,22.00881123,113.00500000
1009,22.00862067,113.00479447
1010,22.00843011,113.00458893
1011,22.00823954,113.00438340
1012,22.00804898,113.00417786
1013,22.00785842,113.00397233
1014,22.00766786,113.00376679
1015,22.00747730,113.00356126
1016,22.00728674,113.00335572
1017,22.00709618,113.00315019
1018,22.00690561,113.00294466
1019,22.00671505,113.00273912
1020,22.00652449,113.00253359
1021,22.00633393,113.00232805
1022,22.00614337,113.00212252
1023,22.00595281,113.00191698
1024,22.00576225,113.00171145
1025,22.00557168,113.00150592
1026,22.00538112,113.00130038
1027,22.00519056,113.00109485
1028,22.00500000,113.00088931
1029,22.00480944,113.00068378
1030,22.00461888,113.00047824
1031,22.00442832,113.00027271
1032,22.00423775,113.00006717
1033,22.00404719,112.99986164
1034,22.00385663,112.99965611
1035,22.00366607,112.99945057
1036,22.00347551,112.99924504
1037,22.01052628,113.00643874
1038,22.01033572,113.00623321
1039,22.01014516,113.00602767
1040,22.00995460,113.00582214
1041,22.00976404,113.00561660
1042,22.00957347,113.00541107
1043,22.00938291,113.00520553
1044,22.00919235,113.00500000
1045,22.00900179,113.00479447
1046,22.00881123,113.00458893
1047,22.00862067,113.00438340
1048,22.00843011,113.00417786
1049,22.00823954,113.00397233
1050,22.00804898,113.00376679
1051,22.00785842,113.00356126
1052,22.00766786,113.00335572
1053,22.00747730,113.00315019
1054,22.00728674,113.00294466
1055,22.00709618,113.00273912
1056,22.00690561,113.00253359
1057,22.00671505,113.00232805
1058,22.00652449,113.00212252
1059,22.00633393,113.00191698
1060,22.00614337,113.00171145
1061,22.00595281,113.00150592
1062,22.00576225,113.00130038
1063,22.00557168,113.00109485
1064,22.00538112,113.00088931
1065,22.00519056,113.00068378
1066,22.00500000,113.00047824
1067,22.00480944,113.00027271
1068,22.00461888,113.00006717
1069,22.00442832,112.99986164
1070,22.00423775,112.99965611
1071,22.00404719,112.99945057
1072,22.00385663,112.99924504
1073,22.00366607,112.99903950
1074,22.01071684,113.00623321
1075,22.01052628,113.00602767
1076,22.01033572,113.00582214
1077,22.01014516,113.00561660
1078,22.00995460,113.00541107
1079,22.00976404,113.00520553
1080,22.00957347,113.00500000
1081,22.00938291,113.00479447
1082,22.00919235,113.00458893
1083,22.00900179,113.00438340
1084,22.00881123,113.00417786
1085,22.00862067,113.00397233
1086,22.00843011,113.00376679
1087,22.00823954,113.00356126
1088,22.00804898,113.00335572
1089,22.00785842,113.00315019
1090,22.00766786,113.00294466
1091,22.00747730,113.00273912
1092,22.00728674,113.00253359
1093,22.00709618,113.00232805
1094,22.00690561,113.00212252
1095,22.00671505,113.00191698
1096,22.00652449,113.00171145
1097,22.00633393,113.00150592
1098,22.00614337,113.00130038
1099,22.00595281,113.00109485
1100,22.00576225,113.00088931
1101,22.00557168,113.00068378
1102,22.00538112,113.00047824
1103,22.00519056,113.00027271
1104,22.00500000,113.00006717
1105,22.00480944,112.99986164
1106,22.00461888,112.99965611
1107,22.00442832,112.99945057
1108,22.00423775,112.99924504
1109,22.00404719,112.99903950
1110,22.00385663,112.99883397
1111,22.01090740,113.00602767
1112,22.01071684,113.00582214
1113,22.01052628,113.00561660
1114,22.01033572,113.00541107
1115,22.01014516,113.00520553
1116,22.00995460,113.00500000
1117,22.00976404,113.00479447
1118,22.00957347,113.00458893
1119,22.00938291,113.00438340
1120,22.00919235,113.00417786
1121,22.00900179,113.00397233
1122,22.00881123,113.00376679
1123,22.00862067,113.00356126
1124,22.00843011,113.00335572
1125,22.00823954,113.00315019
1126,22.00804898,113.00294466
1127,22.00785842,113.00273912
1128,22.00766786,113.00253359
1129,22.00747730,113.00232805
1130,22.00728674,113.00212252
1131,22.00709618,113.00191698
1132,22.00690561,113.00171145
1133,22.00671505,113.00150592
1134,22.00652449,113.00130038
1135,22.00633393,113.00109485
1136,22.00614337,113.00088931
1137,22.00595281,113.00068378
1138,22.00576225,113.00047824
1139,22.00557168,113.00027271
1140,22.00538112,113.00006717
1141,22.00519056,112.99986164
1142,22.00500000,112.99965611
1143,22.00480944,112.99945057
1144,22.00461888,112.99924504
1145,22.00442832,112.99903950
1146,22.00423775,112.99883397
1147,22.00404719,112.99862843
1148,22.01109797,113.00582214
1149,22.01090740,113.00561660
1150,22.01071684,113.00541107
1151,22.01052628,113.00520553
1152,22.01033572,113.00500000
1153,22.01014516,113.00479447
1154,22.00995460,113.00458893
1155,22.00976404,113.00438340
1156,22.00957347,113.00417786
1157,22.00938291,113.00397233
1158,22.00919235,113.00376679
1159,22.00900179,113.00356126
1160,22.00881123,113.00335572
1161,22.00862067,113.00315019
1162,22.00843011,113.00294466
1163,22.00823954,113.00273912
1164,22.00804898,113.00253359
1165,22.00785842,113.00232805
1166,22.00766786,113.00212252
1167,22.00747730,113.00191698
1168,22.00728674,113.00171145
1169,22.00709618,113.00150592
1170,22.00690561,113.00130038
1171,22.00671505,113.00109485
1172,22.00652449,113.00088931
1173,22.00633393,113.00068378
1174,22.00614337,113.00047824
1175,22.00595281,113.00027271
1176,22.00576225,113.00006717
1177,22.00557168,112.99986164
1178,22.00538112,112.99965611
1179,22.00519056,112.99945057
1180,22.00500000,112.99924504
1181,22.00480944,112.99903950
1182,22.00461888,112.99883397
1183,22.00442832,112.99862843
1184,22.00423775,112.99842290
1185,22.01128853,113.00561660
1186,22.01109797,113.00541107
1187,22.01090740,113.00520553
1188,22.01071684,113.00500000
1189,22.01052628,113.00479447
1190,22.01033572,113.00458893
1191,22.01014516,113.00438340
1192,22.00995460,113.00417786
1193,22.00976404,113.00397233
1194,22.00957347,113.00376679
1195,22.00938291,113.00356126
1196,22.00919235,113.00335572
1197,22.00900179,113.00315019
1198,22.00881123,113.00294466
1199,22.00862067,113.00273912
1200,22.00843011,113.00253359
1201,22.00823954,113.00232805
1202,22.00804898,113.00212252
1203,22.00785842,113.00191698
1204,22.00766786,113.00171145
1205,22.00747730,113.00150592
1206,22.00728674,113.00130038
1207,22.00709618,113.00109485
1208,22.00690561,113.00088931
1209,22.00671505,113.00068378
1210,22.00652449,113.00047824
1211,22.00633393,113.00027271
1212,22.00614337,113.00006717
1213,22.00595281,112.99986164
1214,22.00576225,112.99965611
1215,22.00557168,112.99945057
1216,22.00538112,112.99924504
1217,22.00519056,112.99903950
1218,22.00500000,112.99883397
1219,22.00480944,112.99862843
1220,22.00461888,112.99842290
1221,22.00442832,112.99821737
1222,22.01147909,113.00541107
1223,22.01128853,113.00520553
1224,22.01109797,113.00500000
1225,22.01090740,113.00479447
1226,22.01071684,113.00458893
1227,22.01052628,113.00438340
1228,22.01033572,113.00417786
1229,22.01014516,113.00397233
1230,22.00995460,113.00376679
1231,22.00976404,113.00356126
1232,22.00957347,113.00335572
1233,22.00938291,113.00315019
1234,22.00919235,113.00294466
1235,22.00900179,113.00273912
1236,22.00881123,113.00253359
1237,22.00862067,113.00232805
1238,22.00843011,113.00212252
1239,22.00823954,113.00191698
1240,22.00804898,113.00171145
1241,22.00785842,113.00150592
1242,22.00766786,113.00130038
1243,22.00747730,113.00109485
1244,22.00728674,113.00088931
1245,22.00709618,113.00068378
1246,22.00690561,113.00047824
1247,22.00671505,113.00027271
1248,22.00652449,113.00006717
1249,22.00633393,112.99986164
1250,22.00614337,112.99965611
1251,22.00595281,112.99945057
1252,22.00576225,112.99924504
1253,22.00557168,112.99903950
1254,22.00538112,112.99883397
1255,22.00519056,112.99862843
1256,22.00500000,112.99842290
1257,22.00480944,112.99821737
1258,22.00461888,112.99801183
1259,22.01166965,113.00520553
1260,22.01147909,113.00500000
1261,22.01128853,113.00479447
1262,22.01109797,113.00458893
1263,22.01090740,113.00438340
1264,22.01071684,113.00417786
1265,22.01052628,113.00397233
1266,22.01033572,113.00376679
1267,22.01014516,113.00356126
1268,22.00995460,113.00335572
1269,22.00976404,113.00315019
1270,22.00957347,113.00294466
1271,22.00938291,113.00273912
1272,22.00919235,113.00253359
1273,22.00900179,113.00232805
1274,22.00881123,113.00212252
1275,22.00862067,113.00191698
1276,22.00843011,113.00171145
1277,22.00823954,113.00150592
1278,22.00804898,113.00130038
1279,22.00785842,113.00109485
1280,22.00766786,113.00088931
1281,22.00747730,113.00068378
1282,22.00728674,113.00047824
1283,22.00709618,113.00027271
1284,22.00690561,113.00006717
1285,22.00671505,112.99986164
1286,22.00652449,112.99965611
1287,22.00633393,112.99945057
1288,22.00614337,112.99924504
1289,22.00595281,112.99903950
1290,22.00576225,112.99883397
1291,22.00557168,112.99862843
1292,22.00538112,112.99842290
1293,22.00519056,112.99821737
1294,22.00500000,112.99801183
1295,22.00480944,112.99780630
